#{"t_start": 1770881564.9366617, "env_id": "None"}
r,l,t
-49.86467,353,407.563533
-41.279213,80,407.576874
-68.01886,90,407.700738
-95.825676,231,407.766545
-117.65368,284,408.160413
-367.14316,1198,408.17201
-17.130154,40,408.227123
-141.81071,518,408.41845
-49.291275,99,408.556214
-189.20958,1124,408.641502
-938.0584,1501,408.754639
-173.11432,456,408.792926
-307.18503,887,408.793726
-34.836754,63,408.882015
-107.66074,222,408.950384
-164.77742,416,409.135654
-165.72777,1422,409.145087
-93.864555,444,409.374371
-367.4728,872,409.439442
-193.15063,407,409.450391
-738.67206,2017,409.750218
-236.68646,621,409.821856
-48.008286,130,409.929818
-107.51213,427,409.974048
-221.62277,651,410.047314
-50.60293,215,410.345976
-407.19894,721,410.457139
-444.91547,810,410.570214
-193.74812,465,410.575808
-590.5815,1283,410.584342
-397.48303,1047,410.603641
-33.11817,81,410.690491
-54.595818,122,410.773553
-168.80156,330,411.043109
-96.16213,435,411.297516
-120.18535,242,411.384153
-214.94745,496,411.468563
-126.891235,1183,411.470681
-91.537384,107,411.531609
-22.023481,209,411.589769
-335.9104,1295,411.779405
-82.96587,242,411.803917
-407.77716,896,411.820412
-69.820694,365,412.045075
-792.1209,1264,412.2251
-251.0026,412,412.359286
-234.44629,627,412.468634
-132.7309,314,412.48515
-124.69388,334,412.951475
-593.31604,957,413.687939
-701.74207,2504,413.838717
-1269.4731,1578,414.023299
-571.8946,1623,414.069681
-46.638454,64,414.113165
-424.14212,1910,414.135037
-335.53662,882,414.175431
-88.44903,250,414.187522
-287.58755,1242,414.196827
-127.33636,468,414.345869
-154.21169,301,414.596411
-117.930435,385,414.60766
-156.66096,318,414.633176
-484.3523,1911,414.888468
-206.76918,577,414.941114
-109.84472,468,414.995989
-243.00731,598,415.030784
-60.10885,111,415.041777
-33.904167,80,415.152686
-152.57434,488,415.3189
-373.29123,539,415.353106
-128.84702,341,415.634461
-182.2598,574,415.80281
-274.09866,794,416.060198
-213.1231,802,416.16599
-357.93082,601,416.167508
-1184.1298,1594,416.352824
-25.194426,165,416.396583
-148.60632,241,416.401391
-224.22237,782,416.4571
-314.62106,1329,416.480237
-86.05739,340,416.64377
-174.52628,239,416.811697
-133.49365,781,416.903088
-130.87251,338,416.926572
-449.22256,1024,417.075319
-319.32925,576,417.199194
-64.19466,263,417.268752
-122.6067,527,417.375857
-109.05149,342,417.403048
-57.29935,208,417.487883
-157.7242,489,417.491447
-62.89709,183,417.522996
-53.937675,126,417.550189
-62.78105,157,417.62129
-166.91144,910,417.667858
-290.4712,1029,417.788555
-160.62524,287,417.889019
-186.87926,277,418.005782
-192.32158,793,418.176982
-294.0321,471,418.323226
-126.55752,444,418.405737
-28.11228,59,418.406834
-114.04761,646,418.450614
-11.641149,13,418.46844
-52.200626,463,418.534743
-454.34784,814,418.663194
-117.86692,229,418.72989
-178.92154,243,418.75209
-83.11478,249,418.886598
-5.7140226,10,418.89952
-612.37177,1238,419.228245
-113.60035,411,419.310702
-116.24087,293,419.3164
-324.96896,522,419.396867
-112.701744,880,419.417651
-18.53542,74,419.418904
-46.9976,62,419.484372
-538.7605,1188,419.673947
-202.23596,270,419.684999
-89.41526,248,419.762627
-63.041588,113,419.919391
-311.8169,538,419.983123
-244.21329,477,420.089137
-38.462414,89,420.110605
-702.65765,1081,420.273114
-105.96318,247,420.457043
-47.306877,89,420.579461
-121.77826,332,420.734896
-21.795504,42,420.792938
-612.94727,1700,420.858765
-15.564625,28,420.897156
-66.75486,278,420.964047
-65.95442,257,421.149682
-237.83005,1087,421.195336
-503.02466,950,421.250001
-44.864655,103,421.339701
-107.63391,301,421.670864
-63.27724,260,421.703797
-381.59622,1248,421.828141
-29.829393,114,421.861746
-330.92838,535,421.896749
-563.7281,1753,421.934994
-105.893036,291,422.082459
-436.69867,971,422.260189
-124.473854,465,422.488388
-61.293068,290,422.49044
-511.88647,1244,422.713794
-139.91911,585,422.728338
-229.1881,395,422.824677
-41.684235,108,422.887648
-109.16168,850,423.144312
-414.6659,2461,423.147779
-275.46957,513,423.218254
-306.61755,582,423.316445
-193.239,339,423.358237
-191.33304,616,423.581086
-160.85684,270,423.692217
-172.69054,324,423.813225
-84.792595,534,423.895414
-85.67006,283,423.98048
-372.80847,835,423.993092
-102.869774,201,424.176528
-292.24612,446,424.318805
-188.5725,583,424.795946
-122.47066,391,424.864448
-350.01724,777,425.078657
-39.90003,187,425.125745
-23.859535,50,425.196152
-488.8455,1503,425.243778
-64.443886,216,425.381545
-14.134778,21,425.410176
-96.65812,193,425.467203
-945.71954,2635,425.569125
-740.4556,1852,425.812778
-465.25955,867,426.013753
-85.05462,474,426.079419
-126.633644,392,426.122128
-327.96973,1401,426.141066
-14.850747,61,426.22865
-1227.5676,1806,426.348792
-18.335629,88,426.353336
-205.03004,661,426.741698
-177.27704,491,427.035744
-283.76697,1310,427.0879
-155.86575,332,427.206446
-49.79347,109,427.35974
-328.64584,958,427.466333
-546.6129,988,427.466384
-157.41333,419,427.623148
-619.0668,1207,427.706068
-41.538666,55,427.783689
-87.23392,233,427.793562
-46.15855,393,427.911357
-40.250183,104,427.930376
-59.975548,206,428.079422
-78.83847,177,428.156866
-247.22621,426,428.217408
-183.92944,232,428.405696
-35.52805,95,428.53827
-91.96084,441,428.779474
-528.89655,1871,428.974887
-1169.538,2673,429.219281
-217.453,1643,429.389327
-355.0572,1391,429.414503
-77.48847,318,429.419085
-33.358356,82,429.53267
-12.442673,32,429.576973
-67.88771,200,429.66943
-51.861954,68,429.764757
-95.963165,479,429.888267
-343.5474,902,430.037552
-127.92733,486,430.093967
-197.4459,430,430.367417
-124.26048,321,430.488849
-738.3678,1644,430.52283
-93.84553,339,430.569912
-19.59273,36,430.620122
-1144.4591,1520,430.667603
-174.68768,895,430.830362
-356.87158,2170,430.969603
-94.5023,823,431.043226
-151.70671,302,431.091141
-261.6379,525,431.102518
-146.76207,267,431.207018
-309.87802,732,431.548266
-95.9273,425,431.564563
-77.13588,364,431.715064
-154.6606,259,431.926123
-70.73564,189,431.977995
-24.043665,87,432.04634
-49.55733,98,432.116428
-406.2155,708,432.539431
-330.76242,1249,432.790812
-514.0979,1237,432.823725
-109.41816,382,433.074433
-232.68079,1495,433.196405
-298.92102,1851,433.213461
-30.05111,69,433.295624
-90.99225,366,433.307782
-26.136925,68,433.313271
-8.808607,23,433.342441
-476.0273,911,433.402701
-42.04254,85,433.464031
-35.405594,111,433.473984
-20.224953,42,433.524935
-88.05234,175,433.548501
-653.704,1111,433.616076
-42.89774,145,433.751214
-77.55186,260,433.837911
-1170.3003,2396,433.854284
-73.709625,185,433.873138
-285.66202,564,433.873166
-198.79167,316,433.965358
-475.19263,816,433.975627
-50.09994,142,434.170922
-34.457054,87,434.292281
-94.14219,242,434.299998
-158.91222,442,434.365601
-21.85229,72,434.393928
-176.84627,567,434.662066
-77.31857,207,434.683275
-106.82211,277,434.688833
-18.950132,54,434.757766
-139.3727,290,434.770708
-162.96642,810,434.965881
-12.470562,167,435.202955
-121.02515,398,435.247518
-229.11447,383,435.29727
-133.10103,203,435.531546
-298.06143,620,435.532417
-77.945694,218,435.6001
-234.08983,593,435.603345
-1103.4512,1631,435.684317
-52.931133,110,435.757902
-39.17326,75,435.792102
-62.683662,184,435.79214
-163.6542,466,435.85908
-59.952213,138,435.951171
-364.01358,1504,435.960442
-176.11414,1620,436.146533
-248.14365,525,436.348251
-181.95021,353,436.462977
-39.16053,96,436.48529
-36.58439,83,436.602829
-209.16585,492,436.650654
-262.10034,672,436.743308
-10.549177,12,436.76022
-256.19653,695,436.776801
-173.9188,674,436.812495
-26.42516,118,436.817362
-63.836346,199,436.880889
-52.785664,169,437.053999
-72.14413,151,437.092935
-60.690025,114,437.21487
-209.27405,298,437.231789
-108.12665,549,437.23525
-381.52618,1224,437.262336
-113.62644,163,437.461295
-157.8017,597,437.615126
-65.21974,455,437.874978
-65.08258,215,437.917864
-52.072166,732,438.121338
-67.37602,511,438.177152
-750.2365,1084,438.283656
-264.92963,817,438.362441
-306.94974,1660,438.480929
-121.95508,489,438.862825
-541.7779,1194,438.938528
-280.168,677,439.068156
-68.40971,127,439.113442
-94.02535,626,439.157768
-70.788734,266,439.23484
-97.10771,145,439.43531
-183.98566,333,439.533772
-450.94113,1234,439.642211
-120.80262,493,439.804338
-96.94105,204,439.82107
-115.27526,292,439.846116
-324.55426,999,439.879991
-198.62335,554,439.935742
-21.52849,40,439.936843
-41.87968,130,440.003533
-889.3836,1537,440.027111
-52.19254,88,440.05899
-60.51275,188,440.110342
-64.984,79,440.221711
-142.77771,352,440.299016
-406.43362,636,440.536587
-76.47964,324,440.67582
-68.14807,182,440.931853
-590.11145,874,441.167332
-1553.7075,2364,441.6799
-354.0943,991,441.693398
-78.96898,423,441.761189
-29.421091,62,441.848862
-51.17601,188,441.943794
-258.33002,869,442.156235
-469.5466,1512,442.184793
-156.81917,406,442.416993
-742.9038,1789,442.520558
-60.34047,545,442.92339
-120.20395,419,443.0081
-32.396553,38,443.062095
-172.46358,226,443.37634
-456.29526,1203,443.382021
-565.87506,1043,443.408279
-82.6982,97,443.51392
-21.4922,112,443.56794
-184.10707,473,443.586485
-56.040554,143,443.767226
-60.226955,130,443.770099
-26.261982,67,443.862761
-75.51219,360,443.890737
-164.27629,409,444.091156
-20.8543,39,444.143937
-1043.1989,2584,444.171772
-505.4361,2965,444.197995
-68.28064,263,444.231821
-582.46405,1727,444.613168
-129.64934,352,444.692448
-464.87473,1549,444.698261
-205.79582,752,444.947765
-109.15496,626,445.024866
-535.0307,703,445.21968
-436.34488,1225,445.489335
-255.01276,1012,445.591709
-157.50356,679,445.643407
-8.642431,120,445.761576
-283.9577,533,445.967589
-453.5208,813,446.087786
-70.71338,271,446.142365
-63.920616,672,446.438653
-124.12265,250,446.497392
-43.26447,65,446.59762
-560.48486,843,446.846231
-65.33773,563,446.89769
-411.13947,1663,447.051365
-176.84001,1553,447.223559
-52.00302,270,447.227432
-66.44192,139,447.418851
-268.49237,650,447.516598
-189.71124,308,447.66215
-54.76925,177,447.669933
-159.80426,653,447.972098
-325.8678,1230,448.185544
-82.10604,475,448.341418
-243.3737,514,448.387719
-6.870798,6,448.397768
-510.47046,1843,448.586926
-639.2504,2954,448.791527
-359.43784,960,449.328883
-705.8415,1117,449.760483
-290.03104,881,449.823157
-229.3618,811,449.929933
-553.4176,1154,449.965859
-903.0178,2295,450.132965
-103.535515,125,450.142965
-413.41037,1251,450.157047
-499.38925,1903,450.200395
-212.36409,299,450.624695
-139.27458,448,450.766407
-120.01805,626,451.040289
-14.345278,13,451.05811
-631.25586,845,451.119799
-79.99632,253,451.119845
-254.35858,701,451.130055
-114.977165,171,451.298045
-127.744865,1096,451.303356
-18.219547,35,451.34836
-157.44131,546,451.389792
-406.6042,1563,451.531715
-64.30125,229,451.677811
-238.41743,462,451.778121
-38.182823,191,451.945984
-39.767727,195,452.050427
-920.6235,1741,452.280562
-82.16509,198,452.330449
-146.60245,926,452.440308
-252.49292,816,452.45997
-159.90222,409,452.523219
-42.912502,169,452.569352
-13.471543,126,452.699709
-232.70932,1123,452.709437
-244.31662,924,452.834282
-165.15028,354,452.957212
-87.92272,132,453.020933
-65.48186,274,453.085686
-31.64064,113,453.181077
-17.146023,27,453.218249
-275.25476,499,453.271947
-72.380325,274,453.469278
-198.56496,788,453.549013
-130.41885,291,453.682317
-240.48213,1742,453.850462
-118.833855,747,454.008265
-133.0625,237,454.184408
-482.26257,1385,454.231587
-288.77847,854,454.419976
-183.34886,566,454.476627
-936.85443,1400,454.682168
-255.2853,390,454.782921
-434.7605,975,454.846149
-202.11525,492,454.878855
-355.9253,992,454.94869
-28.868076,169,455.020295
-69.00684,121,455.048424
-43.40623,102,455.196754
-174.5473,313,455.465742
-26.521286,70,455.566063
-33.47,61,455.651034
-212.4017,404,455.767139
-84.42905,204,456.056055
-53.07555,117,456.221087
-699.68665,1571,456.231168
-234.29102,1399,456.457602
-72.39899,223,456.536629
-602.3756,1196,456.645103
-223.30722,1383,456.806908
-86.49752,259,456.904634
-275.91125,981,457.045663
-362.6789,797,457.373225
-261.42715,575,457.470298
-287.5339,2196,457.804381
-126.74168,236,457.806067
-113.50463,847,458.118208
-301.34995,784,458.164876
-455.06754,1198,458.170757
-63.266758,270,458.188411
-25.00568,38,458.226377
-1604.8627,2954,458.621339
-58.143383,319,458.681628
-532.6582,938,458.708287
-163.24675,426,458.797506
-38.470955,98,458.847679
-302.55038,661,459.057163
-139.49234,227,459.116919
-133.80673,235,459.178273
-18.031155,21,459.207803
-789.15375,1748,459.300268
-58.480816,264,459.490773
-213.83656,1204,459.515327
-98.28202,349,459.556347
-18.665493,28,459.558439
-501.05615,1050,459.659345
-120.46162,309,459.739893
-157.12488,849,459.885661
-148.33034,901,459.901934
-6.071127,14,459.905404
-16.479502,37,459.959046
-135.07397,596,460.05556
-195.99245,389,460.206832
-243.90303,544,460.827416
-272.79126,735,460.998335
-46.91138,152,461.214109
-371.10114,930,461.218849
-47.909492,142,461.416363
-283.0626,1342,461.460617
-8.111095,8,461.472253
-78.99128,191,461.686468
-239.19162,1042,461.686517
-11.793058,43,461.748146
-517.85236,1444,461.786798
-107.509026,211,461.985426
-461.4272,1771,462.003097
-644.39996,1928,462.29121
-132.50163,423,462.392062
-422.60535,879,462.471784
-48.232765,115,462.635846
-80.06914,460,462.661742
-106.2171,324,462.758886
-368.3044,950,462.829745
-93.80342,232,462.996722
-208.82967,834,463.1808
-13.974294,39,463.236685
-503.2967,1118,463.346163
-78.75172,450,463.398768
-169.9673,385,463.544301
-447.13013,2049,463.745305
-215.9613,445,463.978189
-91.37005,505,464.115593
-230.00204,287,464.153167
-226.28543,1082,464.367113
-547.5011,1291,464.47216
-217.07658,484,464.840044
-532.46216,1205,464.946606
-105.95471,1021,464.992041
-89.83058,376,465.005438
-286.23593,630,465.00965
-96.94361,346,465.493368
-392.33817,1199,465.673388
-70.53209,504,465.70183
-558.37744,2519,465.968084
-134.59625,287,466.109982
-248.0898,888,466.262536
-47.458015,89,466.388392
-438.5713,637,466.575929
-537.66815,1239,466.698228
-371.01083,520,466.704075
-45.71509,131,466.889351
-76.46424,229,466.901431
-221.83687,751,467.173774
-237.47475,1194,467.185381
-121.62411,253,467.251038
-71.53698,178,467.43854
-320.19693,575,467.517511
-100.27755,242,467.597752
-181.59752,363,467.693436
-29.403471,104,467.745147
-53.535496,207,467.813008
-453.5593,2447,467.836854
-266.52036,791,468.036758
-451.6656,1167,468.059234
-46.10074,216,468.060256
-773.64813,2329,468.150345
-65.955765,250,468.176765
-14.233868,48,468.21911
-120.01804,270,468.229669
-77.237465,138,468.423502
-70.475746,316,468.485414
-381.15494,711,468.709254
-232.58246,1007,468.87862
-133.6251,322,468.879765
-9.888733,12,468.896635
-111.67497,557,468.96493
-65.2603,601,469.0676
-53.02686,194,469.168761
-128.29193,486,469.171663
-32.057575,111,469.328131
-110.979485,224,469.385275
-87.69156,310,469.610988
-28.171951,52,469.684593
-247.1079,725,469.73684
-278.50385,673,469.832342
-106.81442,162,469.91414
-13.710073,115,469.996338
-166.12434,487,470.021453
-21.609407,61,470.082421
-768.3076,1441,470.101324
-263.44144,553,470.170978
-40.265713,64,470.172493
-104.518135,233,470.244893
-83.114555,161,470.247338
-95.23199,168,470.409402
-90.99675,201,470.533699
-111.60575,312,470.613292
-106.76988,394,470.659534
-16.844246,35,470.709743
-310.94986,725,470.764387
-230.21634,1281,470.780766
-89.371185,270,470.793239
-36.56202,74,470.815092
-107.931526,175,470.861645
-74.1625,249,471.131829
-1199.2142,2220,471.203021
-39.92828,69,471.23094
-47.903404,263,471.233473
-66.19119,141,471.431926
-53.15246,161,471.462244
-318.5696,948,471.588937
-85.04396,566,471.596098
-32.660805,61,471.681531
-47.71169,127,471.767773
-31.772175,101,471.824175
-34.11247,48,471.836377
-187.42908,412,472.045822
-14.879149,29,472.091103
-434.41928,792,472.330452
-167.61366,380,472.629921
-251.5335,683,472.809847
-58.802013,167,472.867797
-929.1465,1714,472.969568
-38.137924,84,472.988085
-400.13412,1112,473.01475
-837.33514,1659,473.123234
-1038.5121,1768,473.327124
-63.81297,278,473.383175
-204.76682,376,473.547845
-187.71559,310,473.564041
-73.65306,242,473.727988
-39.55075,123,473.739853
-204.19028,1023,473.789702
-57.331398,153,473.960424
-113.29897,812,473.968148
-53.753284,225,474.110886
-136.94269,401,474.123458
-23.42386,56,474.203016
-506.59778,1862,474.481075
-65.43535,207,474.498549
-173.8553,308,474.550257
-316.6275,575,474.551369
-49.205364,150,474.772407
-880.6513,1312,474.848286
-274.74826,1302,475.196307
-475.61877,859,475.203277
-95.45844,525,475.238379
